0.94,6.04,7.58,-0.01,-0.01,-0.06,40.9
0.69,6.11,7.72,-0.02,0.00,-0.06,41
0.76,6.08,7.66,0.02,0.01,0.00,41.1
0.89,6.01,7.37,0.00,0.00,0.01,41.2
0.86,5.96,7.59,-0.03,0.01,0.01,41.3
0.79,6.13,7.82,-0.03,0.03,0.00,41.4
0.89,5.96,7.95,0.00,-0.01,0.04,41.5
0.96,5.92,7.75,0.05,0.02,0.00,41.6
0.81,6.04,7.65,0.03,0.01,-0.01,41.7
0.82,6.04,7.74,-0.01,0.02,0.01,41.8
0.92,5.98,7.86,-0.01,0.02,0.01,41.9
0.82,6.04,7.63,0.04,0.00,0.01,42
0.81,6.02,7.66,-0.01,0.02,0.03,42.1
0.89,5.93,7.79,-0.03,0.01,0.03,42.2
0.88,6.00,7.64,0.00,0.03,0.02,42.3
0.89,5.99,7.71,-0.03,0.02,0.04,42.4
0.78,5.99,7.72,-0.03,0.05,0.02,42.5
0.81,5.86,7.71,-0.05,0.01,0.00,42.6
0.83,5.96,7.86,-0.06,0.03,0.01,42.7
0.89,5.93,7.83,-0.03,-0.01,0.01,42.8
0.87,5.87,7.84,-0.03,-0.01,0.01,42.9
0.85,5.79,7.70,0.02,-0.01,-0.01,43
0.38,5.82,7.78,0.00,0.00,-0.01,43.1
0.11,5.95,7.90,0.00,0.10,0.05,43.2
0.89,5.69,7.70,0.02,0.22,0.19,43.3
0.60,5.69,8.02,-0.02,0.12,0.17,43.4
0.90,5.83,7.91,0.01,0.10,0.14,43.5
0.98,5.78,7.92,0.04,0.07,0.13,43.6
0.78,6.01,7.64,0.10,0.04,0.09,43.7
0.80,5.83,7.79,0.02,0.04,0.07,43.8
0.74,5.92,7.81,-0.02,0.05,0.06,43.9
0.88,5.94,7.77,-0.05,0.01,0.08,44
0.87,5.81,7.94,-0.07,0.01,0.07,44.1
0.76,5.83,7.83,0.00,-0.01,0.01,44.2
0.80,5.75,7.96,-0.03,-0.03,0.01,44.3
0.74,5.78,7.91,-0.03,-0.01,0.01,44.4
0.79,5.80,7.82,0.00,0.00,0.00,44.5
0.72,5.82,7.93,0.00,0.00,0.00,44.6
0.79,5.78,7.92,0.00,0.00,0.01,44.7
0.86,5.75,7.88,-0.01,-0.02,0.01,44.8
0.72,5.83,7.93,-0.01,0.01,-0.02,44.9
0.84,5.80,7.83,0.00,-0.02,0.00,45
0.67,5.82,7.78,0.00,0.01,-0.01,45.1
0.75,5.74,7.93,-0.03,0.00,0.00,45.2
0.80,5.84,7.83,-0.01,-0.01,0.00,45.3
0.76,5.78,7.90,0.00,0.00,0.00,45.4
0.78,5.76,7.68,0.01,0.00,0.00,45.5
0.84,5.69,7.81,-0.03,0.01,0.03,45.6
0.77,5.72,7.91,-0.02,0.01,0.02,45.7
0.50,5.73,7.80,-0.03,0.06,0.02,45.8
0.11,5.65,7.43,-0.05,0.10,0.04,45.9
0.36,5.51,7.82,-0.12,0.19,0.08,46
0.05,5.45,8.50,-0.18,0.21,0.18,46.1
-0.20,5.69,8.31,-0.08,0.20,0.25,46.2
-0.22,6.00,8.19,0.13,0.48,0.34,46.3
0.77,5.21,7.90,-0.04,0.26,0.46,46.4
0.26,5.17,8.16,-0.08,0.30,0.25,46.5
0.29,5.00,8.04,-0.09,0.14,0.31,46.6
0.30,5.18,8.26,-0.13,0.12,0.20,46.7
0.40,5.14,8.58,-0.19,0.09,0.20,46.8
0.00,5.00,8.51,-0.10,0.05,0.12,46.9
-0.32,4.73,8.02,-0.04,0.04,0.10,47
-0.12,4.20,8.19,-0.18,0.12,0.18,47.1
-0.05,3.92,7.39,-0.22,0.18,0.17,47.2
